id,Limba,Locality,Sample,Type_of_tourist,Q1,Q2,Q3,Q3A,Q4,Q5,Q6_1,Q6_2,Q6_3,Q7_1,Q7_2,Q7_3,Q8,Q9_1,Q9_2,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_99,Q14_14_other,Q15,Q16A,Q16B_1,Q16B_2,Q16B_3,Q16B_4,Q16B_5,Q16B_6,Q16B_7,Q16B_8,Q16B_9,Q16B_10,Q16B_11,Q16B_12,Q16B_99,Q16B_11_other,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_99,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_99,Q20_1_other,Q20_3_other,Q20_9_other,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_99,Q22_11_other,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_99,Q23_6_other,Q24A,Q24B,Q25_1_Total,Q25_1_97,Q25_1_99,Q25_2_Total,Q25_2_6,Q25_2_7,Q25_3_Total,Q25_3_6,Q25_3_7,Q25_4_Total,Q25_4_6,Q25_4_7,Q25_5_Total,Q25_5_6,Q25_5_7,Q25_6_Total,Q25_6_6,Q25_6_7,Q25_7_Total,Q25_7_6,Q25_7_7,Q25_8_Total,Q25_8_6,Q25_8_7,Q25_9_Total,Q25_9_6,Q25_9_7,Q25_13_Total,Q25_13_6,Q25_13_7,Q26_11,Q27_11,Q26_12,Q27_12,Q26_13,Q27_13,Q26_14,Q27_14,Q27_14_other,Q26_21,Q27_21,Q26_22,Q27_22,Q26_23,Q27_23,Q26_24,Q27_24,Q26_25,Q27_25,Q26_26,Q27_26,Q26_27,Q27_27,Q26_28,Q27_28,Q26_29,Q27_29,Q27_29_other,Q26_3,Q27_3,Q26_41,Q27_41,Q26_42,Q27_42,Q26_43,Q27_43,Q26_44,Q27_44,Q27_44_other,Q26_51,Q27_51,Q26_52,Q27_52,Q26_53,Q27_53,Q26_54,Q27_54,Q27_54_other,Q26_61,Q27_61,Q26_62,Q27_62,Q26_63,Q27_63,Q26_64,Q27_64,Q26_65,Q27_65,Q27_65_other,Q26_71,Q27_71,Q26_72,Q27_72,Q26_73,Q27_73,Q26_74,Q27_74,Q26_75,Q27_75,Q26_81,Q27_81,Q26_82,Q27_82,Q26_83,Q27_83,Q26_84,Q27_84,Q26_85,Q27_85,Q26_86,Q27_86,Q26_87,Q27_87,Q27_87_other,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q28_17,Q28_18,Q28other,Q30_1,Q30_2,Q30_3,Q31,Q33_1,Q33_2,Q33_3,Q34_1,Q34_2,Q34_3,Q35,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q37,Q38,Q39
1764.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,United Kingdom,Moldova,36.0,36-45,5.0,Moldovan diaspora who traveled in Moldova,"I have time for holidays, vacation now",,,"People's hospitality, good people",Orheiul Vechi,Wine,5.0,10.0,1-2 weeks,"Visiting relatives, friends",No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,"I wanted to visit my family, friends",Not at all,"Visiting relatives, friends",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,Yes,No,,,,"Nor, nor",No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,17226.0,No,No,,Yes,No,,Yes,No,2871.0,No,No,765.6,No,No,765.6,No,No,957.0,No,No,,Yes,No,,Yes,No,22585.199999999997,No,No,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Very dissatisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,DK,Very satisfied,Very satisfied,Very satisfied,Not applicable,,Transportation,,,I would surely recommend,Cricova,Purcari,Saharna,Dance,"Eat good food, traditional food",Drink wine,,,,,Roads,,,Male,College,"Married, with children"
2022.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,France,Moldova,60.0,56-67,2.0,Moldovan diaspora who traveled in Moldova,"To meet with my relatives, friends. Relative, friends called me",,,"Lanscapes, beautiful contry, nature",,,3.0,15.0,One month (3-4 weeks),"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Not at all,"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Very easy,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,2871.0,No,No,,Yes,No,,Yes,No,,No,Yes,,No,Yes,,No,Yes,,No,Yes,,No,Yes,,No,Yes,2871.0,No,No,I visited,Very satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I visited,9.0,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Very satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,Rather dissatisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather satisfied,DK,Rather satisfied,Rather satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Orheiul Vechi,Codrii,Chisinau city day,"Visit touristic locations, trips","Eat good food, traditional food",,,DK,,,DK,,,Male,"Master’s degree, Ph. D.","Married, with children"
1775.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,France,Moldova,29.0,26-35,6.0,Moldovan diaspora who traveled in Moldova,"I have time for holidays, vacation now","To meet with my relatives, friends. Relative, friends called me",,Wine,Vineyards,,3.0,14.0,1-2 weeks,"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Not at all,"Visiting relatives, friends",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,6507.6,No,No,,Yes,No,,Yes,No,2871.0,No,No,,Yes,No,574.2,No,No,574.2,No,No,191.4,No,No,191.4,No,No,10909.800000000001,No,No,I visited,Satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I visited,"Neither satisfied, nor dissatisfied",I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Rather satisfied,Very satisfied,Very satisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,DK,Very satisfied,Rather satisfied,Rather satisfied,Not applicable,,Hard to find a guide,,,9.0,Purcari,Orheiul Vechi,,Drink wine,"Eat good food, traditional food","Participate in marathon, festivals, competitions",,DK,,,,,,Female,"Master’s degree, Ph. D.","Married, without children"
2091.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Italy,Moldova,39.0,36-45,8.0,Moldovan diaspora who traveled in Moldova,Wedding,,,"Wineries, wine tours","Monasteries, churches",Traditions,2.0,5.0,Less than a week,"Visiting relatives, friends",No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,To a small extent,"Visiting relatives, friends",Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,Family members/ friends,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By bus,By plane,765.6,No,No,861.3000000000001,No,No,,No,No,1148.4,No,No,191.4,No,No,382.8,No,No,,Yes,No,,No,No,,No,No,4785.0,No,No,I visited,Satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,DK/ NR,I did not visit,,I did not visit,,I visited,DK/ NR,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Very satisfied,Very satisfied,DK,Rather dissatisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Very satisfied,Very satisfied,DK,Very satisfied,Very satisfied,Very satisfied,Not applicable,,DK,,,I would surely recommend,Cricova,Purcari,Art Museum,Drink wine,"Eat good food, traditional food","Explore nature, see lanscapes",,DK,,,Infrastructure,,,Male,Complete higher education (Bachelor’s degree),"Married, without children"
2190.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Russia,Moldova,62.0,56-67,3.0,Moldovan diaspora who traveled in Moldova,"I have time for holidays, vacation now","To meet with my relatives, friends. Relative, friends called me",,Wine day,Wine,,10.0,30.0,One month (3-4 weeks),"Visiting relatives, friends",No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,To a small extent,"Visiting relatives, friends",No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,No,No,Myself,,No,No,No,No,No,No,No,Yes,No,No,No,,,,Very easy,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By private/rented vehicle,By plane,1000.0,No,No,1531.2,No,No,,Yes,No,1914.0,No,No,,Yes,No,,Yes,No,574.2,No,No,191.4,No,No,,Yes,No,5210.8,No,No,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,DK,Very satisfied,Very satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Orheiul Vechi,Capriana Monastery,Soroca,"Visit touristic locations, trips","Eat good food, traditional food",,,DK,,,DK,,,Male,High school,"Married, with children"
1769.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Russia,Moldova,68.0,68+,2.0,Moldovan diaspora who traveled in Moldova,Wine Day,City Day,"To meet with my relatives, friends. Relative, friends called me",DK/DA,,,10.0,15.0,One month (3-4 weeks),"Visiting relatives, friends",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,To a small extent,"Visiting relatives, friends",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,5742.0,No,No,957.0,No,No,,Yes,No,1914.0,No,No,,Yes,No,765.6,No,No,765.6,No,No,191.4,No,No,191.4,No,No,10527.0,No,No,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I visited,Satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not applicable,,Problems at customs/airport,,,I would surely recommend,Soroca,Purcari,Tipova Monastery,Drink wine,"Eat good food, traditional food",,,DK,,,,,,Male,High school,"Married, with children"
2268.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Italy,Moldova,31.0,26-35,6.0,Moldovan diaspora who traveled in Moldova,"I have time for holidays, vacation now",,,Wine,"People's hospitality, good people","Traditional food, good food, tasty food, fuits, vegetables",7.0,5.0,Less than a week,"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,"I wanted to visit my family, friends",To a small extent,"Visiting relatives, friends",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,Yes,No,,,,"Nor, nor",No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,8613.0,No,No,,Yes,No,,Yes,No,1914.0,No,No,574.2,No,No,382.8,No,No,,Yes,No,,Yes,No,,Yes,No,11484.0,No,No,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Very dissatisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,DK,Very satisfied,Rather satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Cricova,Et cetera,Saharna,Drink wine,"Eat good food, traditional food",,,DK,,,Roads,,,Female,Complete higher education (Bachelor’s degree),"Married, with children"
1779.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Romania,Moldova,23.0,18-25,2.0,Moldovan diaspora who traveled in Moldova,"I have time for holidays, vacation now",,,Wine,"Traditional food, good food, tasty food, fuits, vegetables",,7.0,15.0,One month (3-4 weeks),"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,To a small extent,"Visiting relatives, friends",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Family members/ friends,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By bus,2871.0,No,No,,No,Yes,,Yes,No,,No,Yes,,No,Yes,,No,Yes,382.8,No,No,,No,Yes,,No,Yes,3253.8,No,No,I visited,Satisfied,I visited,Satisfied,I visited,Satisfied,I did not visit,,,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Not applicable,,No difficulties,,,7.0,Purcari,Orheiul Vechi,Milestii Mici,Visit Transnistria,"Eat good food, traditional food",,,Info about transport changes,,,,,,Male,Incomplete higher education,Single
1866.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Greece,Moldova,37.0,36-45,4.0,Moldovan diaspora who traveled in Moldova,Wedding,"Vine, collect the grapes",,"Lanscapes, beautiful contry, nature","Drinks, tea, cognac","Vacation, rest",4.0,30.0,One month (3-4 weeks),"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,To a small extent,"Shopping, buying goods with the aim of consumption",Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,5684.58,No,No,,Yes,No,,Yes,No,5742.0,No,No,,No,Yes,,No,Yes,,No,Yes,,No,Yes,,No,Yes,17226.0,No,No,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I visited,Satisfied,I visited,Satisfied,I did not visit,,I visited,Satisfied,I visited,Satisfied,I visited,Satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I visited,Satisfied,I visited,Satisfied,I did not visit,,I did not visit,,,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I visited,Very satisfied,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I visited,DK/ NR,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Very satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied",Rather dissatisfied,Rather dissatisfied,Rather dissatisfied,DK,Rather satisfied,DK,Not applicable,,"Problems with visa, documents",,,8.0,Stefan cel Mare monument,Arch of Triumph,Orheiul Vechi,Go to a moldavian wedding,"Eat good food, traditional food",,,,,,Street lighting,,,Female,"Master’s degree, Ph. D.","Married, with children"
2093.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Spain,Moldova,47.0,46-55,3.0,Moldovan diaspora who traveled in Moldova,I celebrate the birthday of my relatives and friends,"I have time for holidays, vacation now",,"Monasteries, churches",Wine,"Wineries, wine tours",4.0,8.0,1-2 weeks,"Visiting relatives, friends",No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,To a small extent,"Visiting relatives, friends",Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Difficult,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,2296.8,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,5742.0,No,No,I visited,Satisfied,I visited,"Neither satisfied, nor dissatisfied",I visited,Satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Neither satisfied, nor dissatisfied",Very satisfied,Rather dissatisfied,DK,Rather dissatisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,DK,Very satisfied,Very satisfied,Very satisfied,Not applicable,,"Expensive tickets, hard to find tickets, no direct transport",,,8.0,Capriana Monastery,Cricova,Art Museum,"Visit monasteries, churches","Visit wineries, see how wine is made",,,DK,,,Infrastructure,"Development of rural tourism, villages",,Male,General school,"Married, with children"
1838.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Italy,Moldova,60.0,56-67,2.0,Moldovan diaspora who traveled in Moldova,"To meet with my relatives, friends. Relative, friends called me",,,Low tourist services,,,5.0,10.0,1-2 weeks,"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,I came home,Not at all,"Leisure: Vacation, rest, recreation",No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,Easy,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,4115.1,No,No,,No,No,,No,No,9570.0,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,14642.1,No,No,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,DK,Very dissatisfied,Very dissatisfied,DK,DK,DK,DK,DK,DK,DK,Not applicable,,No difficulties,,,I would not surely recommend,Wineries,Rural life,Orheiul Vechi,"Explore nature, see lanscapes","Visit wineries, see how wine is made","Meeting moldavians, spend a day like moldavians",,DK,,,,,,Female,General school,Single
2090.0,Rom-Rus,Chisinau,Airport,Moldovan diaspora who traveled in MD,Russia,Moldova,46.0,46-55,3.0,Moldovan diaspora who traveled in Moldova,Wedding,,,Wine,Traditions,"Family, relatives",1.0,5.0,Less than a week,"Visiting relatives, friends",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,Not at all,"Visiting relatives, friends",No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,Myself,,No,No,No,No,No,No,No,No,No,No,No,,,,"Nor, nor",No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,2871.0,No,No,,No,No,,No,No,765.6,No,No,,No,No,,No,No,,No,No,191.4,No,No,,No,No,4785.0,No,No,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I visited,Satisfied,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,DK,Rather dissatisfied,Rather dissatisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather satisfied,DK,Rather satisfied,DK,DK,Not applicable,,DK,,,8.0,Saharna,Tipova Monastery,Cricova,"See rural life, villages",Drink wine,,,DK,,,Roads,Infrastructure,,Male,Vocational school,"Married, with children"
